ID,Startzeit,Fertigstellungszeit,E-Mail,Name,Zeitpunkt der letzten Änderung,"Durch Ankreuzen des Kästchens erkläre ich mich damit einverstanden, dass meine Antworten für die Datenerhebung im Rahmen der oben beschriebenen Bachelorarbeit verwendet werden dürfen.
      ","Wie alt sind Sie?
","Welches Geschlecht haben Sie?
","Wie lange gehen Sie bereits Ihrem Beruf als Ärztin/Arzt nach?
","Bei was für einer Einrichtung sind Sie derzeit (schwerpunktmäßig) angestellt?
","Wie würden Sie den Standort der Einrichtung, in der sie arbeiten, einordnen? Handelt es sich eher um ein ländliches, städtisches oder vorstädtisches Gebiet?
","Welche Position haben Sie derzeit inne?      
",Welches Arbeitsmodell verfolgen Sie derzeit?      ,"Wie hoch ist Ihre tatsächliche Wochenarbeitszeit inklusive aller Dienste und Überstunden im Durchschnitt?
","Werden Ihre Überstunden überwiegend vergütet oder mit Freizeit ausgeglichen?      
","Wie beurteilen Sie Ihre derzeitigen Arbeitsbedingungen?
","Wie beurteilen Sie die personelle Besetzung im ärztlichen Dienst in Ihrer Einrichtung?
","Wie haben sich Ihre Arbeitsbedingungen seit der COVID-19-Pandemie entwickelt?
","Wurden seit der Covid-19 Pandemie neue oder zusätzliche Maßnahmen ergriffen, um Ihre Arbeitssituation und -bedingungen zu verbessern (z.B. Angebot von alternativen Arbeitszeitenmodellen, spezielle...","Wenn ja, welche Maßnahmen wurden getroffen?
","Ich empfinde es als angenehm, bei meinem Arbeitgeber zu arbeiten","Ich fühle mich mit meinem Arbeitgeber persönlich verbunden
","Ich fände es persönlich schade, wenn die Beschäftigung bei meinem Arbeitgeber beendet werden würde","Ich kann mich mit meinem Arbeitgeber und den Produkten/Dienstleistungen identifizieren
      ","Meine persönlichen Kontakte zu meinem Arbeitsumfeld sind für mich von Bedeutung
","In gewisser Weise bindet mich der für einen Wechsel benötigte Zeitaufwand an meinen Arbeitgeber
","Ich bin auf meinen Arbeitgeber angewiesen, weil es zurzeit keine gleichwertigen Alternativen am Markt gibt","Ich empfinde eine Bindung an meinen Arbeitgeber, weil bei einem Wechsel der von mir investierte Aufwand an Wert verlieren würde","Ich fühle mich an meinen Arbeitgeber gebunden, weil ein Wechsel mit Wechselkosten einhergehen würde","Es wäre nicht fair, die Beziehung mit meinem Arbeitgeber aufzukündigen, weil er sich stets um mich als Arbeitnehmer bemüht hat",Aufgrund der langen Beziehung mit meinem Arbeitgeber fühle ich mich zu einer gewissen Rücksichtnahme verpflichtet,Ich fühle mich in der Angestelltenbeziehung mit dem Arbeitgeber zur Fairness verpflichtet,Moralische Verpflichtungen gegenüber dem Arbeitgeber spielen für mich auch eine Rolle,Ich bin vertraglich an meinen Arbeitgeber gebunden,Mein Arbeitsvertrag schafft faire Rahmenbedingungen für meine Arbeit ,Mein Arbeitsvertrag stellt eine gerechte monetärere Kompensation sicher,Ich würde gerne Teile meines Arbeitsvertrages anpassen
126,3/14/24 10:06:22,3/14/24 10:12:56,anonymous,,,Einverstanden,40,Weiblich,11 - 15 Jahre,Kommunales Krankenhaus,Vorstädtisch (suburban),Oberärztin/arzt,Teilzeit,40 - 48 h,Überwiegend Freizeitausgleich,Gut,Mittelmäßig,Verschlimmert,Nein,,3,4,3,4,5,3,1,2,2,4,3,4,4,2,3,4,2
127,3/19/24 16:07:32,3/19/24 16:11:16,anonymous,,,Einverstanden,27,Weiblich,2 - 5 Jahre,Kommunales Krankenhaus,Ländlich (rural),Ärztin/Arzt in Weiterbildung,Vollzeit,49 - 59 h,Überwiegend Freizeitausgleich,Mittelmäßig,Schlecht,Verschlimmert,Nein,,3,2,4,4,5,3,1,4,1,1,1,1,1,3,3,2,4
128,3/19/24 18:55:37,3/19/24 18:58:32,anonymous,,,Einverstanden,35,Weiblich,6 - 10 Jahre,Universitätsklinikum,Städtisch (urban),Oberärztin/arzt,Teilzeit,40 - 48 h,Überwiegend Freizeitausgleich,Schlecht,Schlecht,Weder noch,Nein,,1,3,2,2,3,4,4,3,3,1,1,4,1,4,2,2,4
129,3/20/24 23:10:03,3/20/24 23:15:41,anonymous,,,Einverstanden,42,Weiblich,11 - 15 Jahre,Kommunales Krankenhaus,Ländlich (rural),Fachärztin/arzt,Teilzeit,20 - 29 h,Überwiegend vergütet,Gut,Mittelmäßig,Verschlimmert,Nein,,4,4,4,5,5,3,4,3,1,1,1,5,3,1,5,5,2
130,3/23/24 9:55:13,3/23/24 9:58:10,anonymous,,,Einverstanden,34,Weiblich,6 - 10 Jahre,Universitätsklinikum,Städtisch (urban),Fachärztin/arzt,Vollzeit,60 - 79 h,Überwiegend vergütet,Mittelmäßig,Schlecht,Verschlimmert,Nein,,3,3,1,4,4,4,2,4,4,1,1,3,1,4,3,2,4
131,3/23/24 23:35:09,3/23/24 23:36:40,anonymous,,,Einverstanden,27,Weiblich,< 2 Jahre,Universitätsklinikum,Städtisch (urban),Ärztin/Arzt in Weiterbildung,Vollzeit,49 - 59 h,Überwiegend vergütet,Mittelmäßig,Schlecht,Verschlimmert,Nein,,2,3,4,3,4,4,1,4,4,1,1,3,1,3,2,2,4
132,3/26/24 8:28:22,3/26/24 8:33:02,anonymous,,,Einverstanden,38,Männlich,11 - 15 Jahre,Krankenhaus in privater Trägerschaft,Vorstädtisch (suburban),Oberärztin/arzt,Vollzeit,> 80 h,Weder noch,Mittelmäßig,Mittelmäßig,Weder noch,Nein,,3,2,3,3,4,4,2,2,4,3,1,2,2,5,3,2,5
133,3/26/24 8:29:33,3/26/24 8:34:32,anonymous,,,Einverstanden,64,Weiblich,> 20 Jahre,Kirchliches Krankenhaus,Vorstädtisch (suburban),Fachärztin/arzt,Teilzeit,30 - 39 h,Überwiegend Freizeitausgleich,Sehr gut,Gut,Verbessert,Nein,,5,3,5,4,5,2,2,3,1,4,3,4,5,3,5,5,1
134,3/26/24 8:35:34,3/26/24 8:39:18,anonymous,,,Einverstanden,48,Weiblich,16 - 20 Jahre,Kirchliches Krankenhaus,Ländlich (rural),Oberärztin/arzt,Vollzeit,40 - 48 h,Überwiegend Freizeitausgleich,Mittelmäßig,Schlecht,Weder noch,Nein,,3,2,2,2,3,2,1,2,1,1,1,1,1,1,3,3,5
135,3/26/24 14:18:08,3/26/24 14:21:51,anonymous,,,Einverstanden,33,Weiblich,6 - 10 Jahre,Kirchliches Krankenhaus,Ländlich (rural),Ärztin/Arzt in Weiterbildung,Teilzeit,49 - 59 h,Überwiegend Freizeitausgleich,Mittelmäßig,Mittelmäßig,Weder noch,Nein,,4,2,3,3,4,2,2,3,1,2,2,2,2,2,3,2,5
136,3/26/24 17:55:12,3/26/24 17:58:30,anonymous,,,Einverstanden,43,Weiblich,16 - 20 Jahre,Kirchliches Krankenhaus,Ländlich (rural),Chefärztin/arzt,Vollzeit,40 - 48 h,Weder noch,Gut,Schlecht,Verschlimmert,Nein,,5,3,5,5,5,2,3,2,1,3,2,4,4,5,5,5,2
137,3/27/24 9:09:39,3/27/24 9:16:25,anonymous,,,Einverstanden,41,Männlich,16 - 20 Jahre,Krankenhaus in privater Trägerschaft,Vorstädtisch (suburban),Stellv. Chefärztin/arzt,Vollzeit,49 - 59 h,Überwiegend Freizeitausgleich,Gut,Mittelmäßig,Weder noch,Nein,,4,4,4,4,5,4,1,4,2,2,5,5,5,2,4,4,4
138,3/28/24 9:59:11,3/28/24 10:04:14,anonymous,,,Einverstanden,30,Männlich,2 - 5 Jahre,Universitätsklinikum,Städtisch (urban),Ärztin/Arzt in Weiterbildung,Vollzeit,40 - 48 h,Überwiegend Freizeitausgleich,Gut,Gut,Verschlimmert,Ja,,5,4,4,4,4,4,4,4,4,4,4,4,5,1,4,3,4
